id,composition,Natom,Nelem,D,Nmag,CS,SG,E,M,MR,MSVL,dmean,dstd,ehull
mp-1101720,Sn8 Pb8 O24,40,3,14.123530161370997,0,2,55,2.5940000000000003,74.78,0.5,11.820277,5.886500060834328,2.3330145023653026,0.07625807850000044
mp-1183169,Al1 Ag1 O3,5,3,10.555551127981273,4,1,221,2.8280000000000003,36.576,0.5,3.751028,2.4789291549630414,0.43186250152915784,0.3399282305909104
mp-17552,Ca6 Si6 O18,30,3,13.669824292121145,0,7,15,2.854,23.234,0.5,11.430049610241682,5.063338985363826,2.117405834390644,0.020313684333324034
mp-1178547,Al2 Rh2 O6,10,3,9.889501139978403,0,3,194,3.3880000000000003,35.576,0.5,11.75262546,4.682657720687194,2.447436891209927,0.0432350841363629
mp-976258,Eu1 Pt1 O3,5,3,13.450907842301593,1,1,221,3.1,79.02000000000001,0.5,4.066685,2.6875363261886807,0.46820465137319767,0.41121974412500073
mp-1101462,Nb8 Tl8 O24,40,3,15.54951617040533,0,7,9,3.45,69.062,0.0,13.764856683909718,6.492308903903713,2.7531887717550694,0.0013711412499981535
mp-1185388,Li1 Pm1 O3,5,3,10.51424714134114,3,1,221,1.886,39.988,0.5,3.746129,2.4756915694451074,0.43129847097673557,0.28754624396428596
mp-505604,Gd4 Ni4 O12,20,3,10.74900963147596,8,2,62,3.2760000000000007,52.798,0.5,7.47467175,4.376967704740592,1.507625298158562,0.0
mp-768333,Dy6 Y6 O18,30,3,15.351456614419073,0,3,185,3.0420000000000003,59.88199999999999,0.0,12.800039,5.856219674566878,2.485936795338869,0.09660443454166767
mp-14550,Ti4 Cd4 O12,20,3,11.369326900224667,0,2,62,2.762,41.654,2.0,7.718095,4.479330388391631,1.5550288459545234,0.0425426290000015
mp-7375,K1 Nb1 O3,5,3,13.285117366229397,0,5,160,3.2608000000000006,36.001999999999995,0.5,4.061438480291309,2.6633186768218517,0.515512600321605,0.0
mp-3205,Ca2 C2 O6,10,3,11.0769826894637,0,2,59,3.402,20.018,0.5,5.140678,3.416673794527629,0.9700706146831867,0.1688654740000004
mp-1183926,Cs1 Rb1 O3,5,3,18.960856403252173,0,1,221,1.8912000000000002,53.274,0.0,4.559767,3.01339775553218,0.5249740559148328,0.664383742
mp-27249,Cu1 C1 O3,5,3,11.678035354703471,1,7,8,3.732,24.712,0.5,5.638675348325588,2.7652821882240795,0.8817864725371642,0.1404106780000003
mp-1254277,Al4 Fe4 O12,20,3,8.970180070629734,4,2,62,3.0940000000000003,26.165999999999997,2.0,7.438778,4.096844015417311,1.4431867787117079,0.2802331710000141
mp-1196890,Sc8 Rh8 O24,40,3,10.821298152565667,0,7,14,3.4900000000000007,39.172000000000004,0.0,11.937172340528027,5.963407151676337,2.6751671132784454,0.024614263874997988
mp-1392353,Al2 Bi2 O6,10,3,14.797103559945393,0,3,194,2.6740000000000004,56.791999999999994,0.5,12.876102,5.27112649384335,2.7195093593739177,0.8655976372500023
mp-998543,Ca2 Tc2 O6,10,3,11.952833820373254,2,5,161,3.2980000000000005,37.215999999999994,0.5,7.73439459855825,3.9672654983535227,1.9051525094650765,0.02948881950000093
mp-654812,Cd1 C1 O3,5,3,12.985250518350995,1,5,166,3.2659999999999996,34.482000000000006,0.5,6.522184301347439,3.112443496124449,1.1441778283156288,2.8887463209999935
mp-642209,Mg8 Si8 O24,40,3,10.193886938130253,0,2,33,2.7880000000000003,20.080000000000002,0.5,9.591577,5.2795110093059545,2.0066186133835346,0.4491626401666693
mp-7405,Sm4 Al4 O12,20,3,10.420890024180416,0,2,62,2.6660000000000004,45.076,0.5,7.46953229,4.387528792205986,1.526371711574931,0.0
mp-8037,Ba1 Th1 O3,5,3,19.4686600765013,0,1,221,3.18,83.46000000000001,0.5,4.600115,3.0400624014757582,0.5296193926629716,0.08340608999999866
mp-1413617,Na4 Br4 O12,20,3,21.572843358780098,0,2,19,2.0266,30.177999999999997,0.5,7.749286,5.030121786474751,1.7767327645656694,0.6091715844999994
mp-1080060,La2 Al2 O6,10,3,10.878465400540929,0,2,74,3.132,42.775999999999996,0.5,6.9885980445953875,3.701780336978731,1.4807080516811093,0.0
mp-776093,Cs4 As4 O12,20,3,19.019803521675012,0,2,57,2.3128,51.164,0.5,11.77973995,5.206236661220152,2.211192655315445,0.0
mp-1227040,Cd2 Ge2 O6,10,3,13.779220244027488,0,7,9,2.5620000000000003,46.606,0.5,9.726375397587326,4.6440939586426895,2.2364467993873047,0.7127611876249986
mp-552676,La1 Fe1 O3,5,3,12.393284636546223,2,1,221,3.31,48.55,0.5,3.957177,2.615166145560413,0.4555968012538558,0.13000849400000014
mp-554440,Cu8 Se8 O24,40,3,13.42894057411328,8,7,14,2.75,38.104,0.5,11.935671879427828,5.6085492789788045,2.1849148583450777,0.014917914999998949
mp-975394,Rb1 Be1 O3,5,3,11.692559825166425,3,1,221,2.3944,28.49644,0.5,3.881145,2.564919135538054,0.4468431023435131,0.7759267950000011
mp-1187247,Sr2 Mo2 O6,10,3,13.451072644002824,2,4,140,3.2680000000000007,46.314,0.0,7.459914479168219,3.7551746270630537,1.3116123028723186,0.04023773000000119
mp-776216,Al2 Co2 O6,10,3,9.323907440412558,2,6,2,3.116,26.782,2.0,6.4179960638769,3.562565259450438,1.4177356377782002,0.13517791681817926
mp-556216,H8 I8 O24,40,3,13.638297077934023,0,2,61,1.782,35.1816,0.0,15.264686,6.6644950649094215,3.211837659396651,0.018122821749998685
mp-7538,La4 Er4 O12,20,3,15.203983136667631,0,2,62,3.112,70.84,0.0,8.514153,4.833036335310371,1.7512963648500988,0.027002354624997338
mp-1040469,K1 Mo1 O3,5,3,12.846327780156031,1,1,221,3.1108000000000002,36.61,0.5,4.00482,2.6466518134173054,0.4610820242808109,0.10687497299999738
mp-866030,Eu1 Si1 O3,5,3,10.276974662738207,1,1,221,2.858,45.618,0.0,3.717735,2.4569269229465953,0.4280294194344866,0.2559819396666665
mp-1185404,Li1 Pr1 O3,5,3,10.895849727057566,3,1,221,2.6260000000000003,39.168,0.5,3.790912,2.5052871588000016,0.43645441713495675,0.23509200108928408
mp-1186395,Pa1 Hg1 O3,5,3,16.381945234639154,0,1,221,1.6940000000000002,95.92,0.5,4.34288662,2.870068754223348,0.5000042333916752,0.0
mp-1416619,Y1 Sb1 O3,5,3,15.357384531357088,0,1,221,2.9840000000000004,51.742,0.0,4.250393,2.808942809211455,0.489355278996057,0.9961316007499992
mp-979436,Y1 Os1 O3,5,3,12.461065184178908,0,1,221,4.068,65.422,0.0,3.964378,2.6199250460124723,0.4564258651460771,0.7346209898749976
mp-559851,Cr4 Bi4 O12,20,3,11.5971334443852,4,2,62,2.816,61.79600000000001,0.5,7.7166166700967995,4.509002459186823,1.5606850255320144,0.011202689999999293
mp-18965,Ba4 Co4 O12,20,3,13.172506170092356,2,3,194,2.818,48.846000000000004,2.0,9.415643905171555,5.138994633639598,1.915747749573936,0.0
mp-550908,Sr2 Hf2 O6,10,3,13.600212319147214,0,4,127,3.192,62.824,0.0,5.73453937,3.536277562007205,1.1158574482634853,0.011285949999983558
mp-860791,Ag6 Sb6 O18,30,3,14.360832277576947,0,7,5,2.7,55.54,0.0,12.314186715726908,5.448944475842226,2.272987950228807,0.0604233523333324
mp-1342178,Mg4 Sb4 O12,20,3,12.27154081309309,0,7,11,2.412,38.821999999999996,0.5,7.950041,4.527779057070365,1.638975400292201,0.19844643370832582
mp-1184219,Er1 Tl1 O3,5,3,17.106591083199998,3,1,221,2.5940000000000003,83.94000000000001,0.0,4.406,2.91177827965218,0.5072705886859468,0.5838220384999993
mp-13981,K4 P4 O12,20,3,16.064783073142088,0,2,62,2.4328000000000003,23.613999999999997,0.5,12.42586076,5.225170269386235,2.4472081009784845,0.013493381999999166
mp-1079334,Sr2 Tc2 O6,10,3,12.555473589302032,2,2,74,3.274,46.724000000000004,0.0,7.320695224884751,3.403776936818356,0.9504916457515316,0.055315276000001745
mp-1187448,Th1 W1 O3,5,3,14.140385959583227,1,1,221,4.58,92.76,0.0,4.135015,2.732693341587826,0.47607160537340437,1.138614586500001
mp-1399724,Mn1 Al1 O3,5,3,10.6246905957376,1,1,221,2.822,25.984,2.0,3.7592,2.484329756892528,0.4328033583722676,1.3029129779431816
mp-3317,Sm4 Rh4 O12,20,3,11.886775090108374,0,2,62,3.1380000000000003,60.260000000000005,0.0,7.70683536,4.473300985643537,1.5583994872050042,0.0
mp-557224,Hg4 Se4 O12,20,3,15.97860739898572,0,7,14,2.186,65.514,0.5,10.3010115,5.208907633746974,2.070096166114281,0.0007340860000013549
mp-1180433,Nd4 Fe4 O12,20,3,14.348673198845958,12,2,62,3.096,49.61,0.5,13.062496,5.708305345213772,2.6423492872934964,0.5061606354999997
mp-1207705,Tm4 Rh4 O12,20,3,11.081110278643662,0,2,62,3.194,63.96,0.0,7.51159096,4.318082997883377,1.5590922256401893,0.0
mp-1395974,Al1 V1 O3,5,3,11.174731477707105,1,1,221,3.3,25.184,0.5,3.822983,2.5264818118201386,0.4401468082038962,1.228573627624984
mp-1207179,Sm1 Sb1 O3,5,3,15.560210919336782,0,1,221,2.5380000000000003,64.03999999999999,0.0,4.269023,2.821254754138809,0.4915001839137192,0.8600861210000126
mp-5052,Ti4 Cd4 O12,20,3,11.027342891321519,0,2,33,2.762,41.654,2.0,7.64691644,4.447685451763207,1.565426547952392,0.03874457400000075
mp-2951,Cd4 Ge4 O12,20,3,13.095173149388293,0,7,15,2.5620000000000003,46.606,0.5,7.40427634328258,4.3613845456138804,1.5373337523096895,0.009828139500001498
mp-11623,La4 In4 O12,20,3,14.094701267654065,0,2,62,2.958,60.339999999999996,0.0,8.25417615,4.72956114736786,1.6991098167016931,0.0
mp-768889,Y6 Ho6 O18,30,3,15.212268618592706,0,3,185,3.0620000000000003,60.362,0.0,12.76526,5.841978713789391,2.4811941539512126,0.08921147641667204
mp-755165,Y4 Sc4 O12,20,3,12.597611515899104,0,2,62,3.214,36.374,0.0,7.995899,4.544193435038088,1.617564284612771,0.02869606475000097
mp-1180213,Na4 Br4 O12,20,3,21.859489779260414,4,6,1,2.0266,30.177999999999997,0.5,8.441992475330936,5.12395668867073,1.8999619550257334,0.7000106470000009
mp-22649,V4 Cd4 O12,20,3,10.932187472281791,4,2,62,2.854,42.268,0.5,7.603059,4.427630659319692,1.5374335153508294,0.07017966049997515
mp-754046,Pr1 Tl1 O3,5,3,20.04517583810062,3,1,221,2.676,78.66,0.0,4.645081,3.069778929420116,0.5347964079355213,0.6477328663750015
mp-755572,Eu1 Nb1 O3,5,3,13.416265074655362,1,1,221,3.446,58.581999999999994,0.0,4.065645127057244,3.31544745614865,1.1755444310237375,0.02361587100000051
mp-1188449,Sc4 Rh4 O12,20,3,10.751610092785668,0,2,62,3.4900000000000007,39.172000000000004,0.0,7.574297,4.275583446461388,1.5035365033628134,0.05114009812499809
mp-14142,Ti2 Zn2 O6,10,3,10.696230133551445,0,5,148,2.8,32.25,2.0,8.131326659698692,4.035137585485791,1.6642825489817554,0.02863532850000894
mp-545343,Li2 I2 O6,10,3,11.401919138784967,0,3,182,2.108,36.368,0.5,6.406451077160428,3.4235368438731357,1.0126167475354024,0.2505088614999993
mp-1105218,Na4 Os4 O12,20,3,10.826793626943799,4,2,62,3.4166,52.238,0.5,7.563733326122515,4.406009338344955,1.5272120445696689,0.0
mp-673347,Nb4 H4 O12,20,3,11.973798795133964,0,6,1,3.0740000000000003,28.3836,0.0,7.873666080653948,4.406869953707253,1.6786797373507407,4.865250709535713
mp-1183277,B1 Pt1 O3,5,3,8.192916143505851,0,1,221,3.8899999999999997,50.782,0.5,3.447224,2.2781552356549497,0.39688500858200726,1.5070407601666673
mp-560049,Cu6 Se6 O18,30,3,13.309528122955044,6,6,2,2.75,38.104,0.5,11.573061352465881,5.366915466787498,2.1262243783376884,0.006015433749998245
mp-1188346,Co4 Bi4 O12,20,3,11.27438518505053,4,2,62,2.874,63.181999999999995,0.5,7.629159,4.4645322556850235,1.5441873440686409,0.08222879499999891
mp-1183152,Ac1 Sc1 O3,5,3,14.038360261487123,0,1,221,3.1900000000000004,63.992,0.0,4.125046,2.7261051623618044,0.4749238567354993,0.024140034874999827
mp-18725,Y4 Cr4 O12,20,3,10.969015975548787,4,2,62,3.254,37.782,0.5,7.549855260157887,4.375934853058195,1.507868633574827,0.0
mp-1187488,Ti1 Te1 O3,5,3,12.443081829952245,0,1,221,2.968,44.694,0.5,3.96247,2.6186641125223282,0.4562061937245583,0.5989591473333338
mp-972367,U1 Al1 O3,5,3,10.687583961975546,1,1,221,3.3480000000000003,62.596000000000004,0.5,3.766603,2.489222152399624,0.4336556788824904,0.17377716485061256
mp-752636,Li4 Sb4 O12,20,3,10.912187833798694,0,1,198,2.436,35.348,0.5,6.020704,4.155148565489441,1.415999817203315,0.08881048749999643
mp-27941,Ag4 Cl4 O12,20,3,15.35318140579938,0,4,87,2.43,38.27,0.0,8.672508,4.882722300379207,1.9077430152309585,0.03828472649999792
mp-20772,Ca4 Cr4 O12,20,3,11.015869762423673,4,2,62,2.748,28.016,2.0,7.548760000559089,4.47265376091378,1.5849698796911624,0.06511405800000336
mp-768308,La2 Ag2 O6,10,3,13.999486405290417,0,5,161,3.044,58.96,0.0,7.9599717201183795,4.154887866358802,1.938958926478142,0.036855365000000084
mp-19376,Ti2 Mn2 O6,10,3,10.66248110123954,2,5,161,3.114,30.162,2.0,7.958204365862654,3.9973081628393357,1.9800731880020657,0.036319112499999306
mp-4673,Sr4 Hf4 O12,20,3,13.568492395864606,0,2,63,3.192,62.824,0.0,8.15933204,4.72830891170513,1.6816677617104037,0.0037482719999850644
mp-1183686,Co1 Au1 O3,5,3,10.96570364207407,5,1,221,3.2,60.786,2.0,3.798996,2.510629604467888,0.4373851423821055,0.6210150759999999
mp-1105788,Sm4 Cr4 O12,20,3,11.362638686978782,4,2,62,2.8080000000000003,50.08,0.5,7.65437822,4.455697800367086,1.5387243568432514,0.0
mp-1183920,Cs1 Pa1 O3,5,3,17.386038039545305,0,1,221,1.7208,82.38,0.0,4.42986213,2.9275479645909543,0.5100178780033323,0.0
mp-1245072,Cr16 Fe16 O48,80,3,12.970240850988045,41,6,1,3.2359999999999998,31.169999999999998,2.0,10.738559313738813,6.720189324521246,2.49550159781612,0.4473760366249895
mp-1186324,Nd1 Ta1 O3,5,3,13.316290882593345,0,1,221,3.8600000000000003,74.62,0.0,4.053073,2.6785406099057427,0.4666374776888599,0.4371269582000181
mp-975386,Rb1 Dy1 O3,5,3,18.45863954804796,4,1,221,2.3384,59.194,0.0,4.519148,2.9865540147375382,0.5202975184564046,0.2552479880000007
mp-976284,Eu1 Sb1 O3,5,3,15.016029583717842,1,1,221,2.482,64.36,0.0,4.218665,2.7879748334382355,0.4857023781250111,0.2930743754999998
mp-5158,K4 N4 O12,20,3,15.312471299400034,0,2,62,2.7308,20.222,0.5,9.15028024,4.602442146310099,1.8356659105552082,0.0
mp-1105765,Na4 Nb4 O12,20,3,12.345106801048436,0,2,62,3.2966,32.779999999999994,0.5,7.90948,4.636495122766926,1.698238813763379,0.025218161999998046
mp-1431390,Ca1 W1 O3,5,3,13.85001483356659,1,7,8,3.7079999999999997,54.376,0.5,4.240685737894657,2.5225443424239122,0.36095036871640146,0.22053635283333506
mp-20570,Ho4 Co4 O12,20,3,10.171936072541703,0,2,62,3.066,54.36600000000001,0.5,7.33341945,4.275741206726357,1.4709546174564028,0.0
mp-1192792,Sr4 Ru4 O12,20,3,155.8397259383316,16,2,62,3.2520000000000002,47.344,0.0,17.98677,11.433687438192866,4.2024702105381335,4.16027315249999
mp-677054,Ag12 Sb12 O36,60,3,14.298502750475341,0,6,1,2.7,55.54,0.0,13.443468189245197,6.868379789946556,2.7372993726655905,0.07651849933333299
mp-766236,Gd8 Er8 O24,40,3,14.999193586553172,8,7,5,3.0460000000000003,74.52000000000001,0.0,13.884527652271764,6.233387274188314,2.5007066765053856,0.19463300825000118
mp-1016837,Sn1 Hg1 O3,5,3,13.59833972193247,0,1,221,2.322,73.46000000000001,0.5,4.081489,2.6973197954696553,0.4699090621300991,0.3388397034999997
mp-561681,Cs4 S4 O12,20,3,20.143535986061508,0,3,186,2.2908,42.594,0.0,11.60598051,5.285694548912539,2.476500101994902,0.0
mp-555390,Tc4 O12 F4,20,3,15.046514120401245,0,7,14,3.098,33.0,0.0,9.527993539336608,4.620107830563507,1.769879042227297,0.021290894375002978
mp-546684,Pd2 Se2 O6,10,3,15.168456217720998,0,7,12,2.83,46.674,0.0,7.594747212316489,3.9616348525521556,1.4388758195647795,0.004668684000002088
mp-770662,Cd2 Co2 O6,10,3,11.168017699771292,0,5,148,2.6700000000000004,43.866,2.0,8.664746653952546,4.140967145455393,1.6574935516019356,0.06652545374999974
mp-19269,Nd4 Cr4 O12,20,3,11.572384944613347,4,2,62,3.06,48.839999999999996,0.5,7.71471539,4.5029065359733,1.5584262966813294,0.0
mp-1179381,Ti2 Co2 O6,10,3,16.877986080467416,2,6,2,3.408,30.96,2.0,13.139162447498403,4.216859980896998,1.5762880147373661,0.12934219250000112
mp-755478,Cd2 Bi2 O6,10,3,14.526917584693376,0,5,146,2.228,73.876,0.5,8.278392884950202,3.690503045945009,1.051513135613075,0.0
mp-727242,Na4 C4 O12,20,3,12.361468614628034,8,7,14,3.2566,16.6,0.5,9.15164117,5.014491381226791,2.134798048263967,0.0018082339999985209
mp-1189736,Er4 Ni4 O12,20,3,10.694728784278155,4,7,14,3.1060000000000003,54.798,0.5,9.642416411923431,4.582224843667869,1.9030605534747713,0.0015767070000007877
mp-1373421,V4 Cr4 O12,20,3,10.505837832618976,6,6,1,3.442,30.188,0.5,9.023140396093604,4.559783553458793,1.71937151954229,1.564736321125002
mp-1504268,La2 Co2 O6,10,3,11.941139253008178,0,2,74,3.332,49.166000000000004,0.5,7.733296346248233,3.6815211078043855,1.3422617160473154,0.05514524600000037
mp-1178513,Ba2 Sn2 O6,10,3,14.710169950504223,0,2,74,2.568,60.8,0.5,7.733306490642376,3.5704533571064285,0.9893258633513817,0.000646022999999829
mp-754202,Cs2 Cl2 O6,10,3,21.16552927195587,0,2,31,2.0008000000000004,43.27,0.0,6.812806,4.327486009585707,1.6026891662669778,0.07090655262500078
mp-33746,Sr2 C2 O6,10,3,14.084579421162285,0,7,12,3.378,29.526,0.0,8.674967978531622,4.696348147989358,1.804099209740536,0.036157645500000335
mp-1189194,Na4 Nb4 O12,20,3,12.603266092332344,0,2,62,3.2966,32.779999999999994,0.5,7.888613,4.684320229606868,1.6344808594451958,0.029542810499997074
mp-1189476,Nd4 Mn4 O12,20,3,12.290589051279923,4,7,14,2.8240000000000003,49.428,0.5,7.900583568642886,4.566877482335884,1.6246975216437445,0.011342368500001143
mp-1183499,Be1 Pb1 O3,5,3,9.74567058079729,0,1,221,2.63,52.842439999999996,2.0,3.652531,2.4138357765674674,0.4205223673544417,0.6288552020000004
mp-1101269,Tm2 Ga2 O6,10,3,12.377303604118882,0,3,194,2.6060000000000003,57.324,0.0,11.703904,4.744285168868066,2.4123928632569798,0.02828857560000131
mp-558546,K6 S6 O18,30,3,17.721939356414,0,5,150,2.3168,23.834,0.5,12.091215590425444,5.690398046482076,2.3106038097980166,0.010801598460522754
mp-1078716,Sr2 Mo2 O6,10,3,12.632524882412753,2,2,74,3.2680000000000007,46.314,0.0,7.956722083380904,4.016608637379641,1.9796778561350001,0.009092675999999855
mp-756281,Tm4 Al4 O12,20,3,9.89269608580833,0,2,62,2.7220000000000004,48.775999999999996,0.5,7.30343534,4.24922715836917,1.4665852654929254,0.019079384199987004
mp-1213812,Ce4 Cd4 O12,20,3,15.286442540103867,0,2,63,2.656,60.1,0.5,8.480962,4.949649878830936,1.790055603131557,0.17782671750000034
mp-1016875,Cd1 Rh1 O3,5,3,12.340837670307923,1,1,221,2.942,52.660000000000004,0.5,3.951587,2.611471901215597,0.45495321464678495,0.4241038849999992
mp-756082,Al4 V4 O12,20,3,9.236975104583049,4,2,62,3.3,25.184,0.5,6.978992000395028,4.14877429106204,1.4904651196006582,0.08644308012498492
mp-1183194,B1 Te1 O3,5,3,8.894338746885868,0,1,221,3.16,37.282,0.0,3.542919,2.341396865811853,0.407902543530782,1.2496407245833314
mp-28853,La4 Au4 O12,20,3,15.102920775818069,0,2,57,3.2159999999999997,76.78,0.5,13.10108913,5.722386638242893,2.524373605253722,0.0
mp-754246,Ti2 Sn2 O6,10,3,15.67978330522059,0,5,148,3.1580000000000004,42.914,0.5,12.133301925070079,6.071764324475483,3.295817555510999,0.009588676500003501
mp-3020,Ba1 Nb1 O3,5,3,14.125595883490728,0,1,221,3.4540000000000006,55.64200000000001,0.5,4.13357283,2.7317402595901945,0.47590556578536874,0.0
mp-1180143,Mn4 C4 O12,20,3,11.012351238201118,4,7,14,3.618,22.990000000000002,0.5,7.006475535018007,4.340375543176055,1.4778822620198895,0.27250209450000007
mp-771131,Nd2 Zr2 O6,10,3,14.299614026070765,0,7,12,3.4900000000000007,56.68399999999999,0.5,7.455750239089896,3.624554607304155,1.095154772795409,0.19995956297499617
mp-1186312,Nd1 Np1 O3,5,3,18.16666944141575,1,1,221,3.1860000000000004,85.84,0.0,4.495194,2.970723615983387,0.5175396519830993,1.0371019793124994
mp-1017439,Sr1 Si1 O3,5,3,10.121583704176128,0,1,221,2.83,32.742000000000004,0.0,3.698902,2.4444808220975967,0.42586114276705084,0.3242759299999918
mp-975274,Rb1 Na1 O3,5,3,18.56384003525806,3,1,221,1.953,31.291999999999994,0.5,4.527717,2.9922169807108334,0.5212840826131113,0.6004236366666666
mp-20031,Nd1 Co1 O3,5,3,10.991260106768596,0,1,221,3.118,50.226,0.5,3.801945,2.5125785000980954,0.43772466597857274,0.07815874400001555
mp-769015,Dy6 Ga6 O18,30,3,12.676368581360002,0,3,185,2.73,56.044000000000004,0.0,11.7204,5.531136807234212,2.3441316005443396,0.024861314766665643
mp-728664,Na8 Se8 O24,40,3,20.01996725200452,0,7,15,2.2746000000000004,29.991999999999997,0.5,16.056120317396044,8.344315978744522,3.9243767837594437,0.07409265074999993
mp-560199,Mn10 Si10 O30,50,3,11.574645746396408,10,6,2,3.0700000000000003,26.206,0.5,12.126888962873629,5.919460730147556,2.4462125872387075,0.00888238136667141
mp-1183715,Co1 Rh1 O3,5,3,11.807581614248978,2,1,221,3.588,41.966,0.5,3.89383,2.5733022284743647,0.4483035488749432,0.7968873444999964
mp-779664,Ag2 Ge2 O6,10,3,15.222963156576707,0,2,26,2.9200000000000004,45.706,0.0,9.308754859890335,4.270165025956429,1.8862330397281442,0.13516193099999363
mp-1340379,Al4 Sn4 O12,20,3,12.794985197030172,0,7,14,2.8660000000000005,38.736000000000004,0.5,10.515480563870081,4.899589884084368,2.0925526780540373,0.2354362421250027
mp-1186357,Np1 Ta1 O3,5,3,13.172894815922902,1,1,221,4.126,93.17999999999999,0.0,4.038472,2.6688912965464144,0.4649564386817323,0.4141972557200031
mp-752700,Co4 Ag4 O12,20,3,11.699712368091593,4,7,15,3.028,42.966,0.5,7.824035315109867,4.467130212088979,1.6638827493653325,0.46266377149999727
mp-559354,Na4 Nb4 O12,20,3,13.027669909808953,0,2,63,3.2966,32.779999999999994,0.5,15.956757,6.5917623655827216,3.1660958582885677,0.039167725499998696
mp-755580,V4 Ga4 O12,20,3,10.39359846311226,4,2,62,3.184,33.732,0.0,7.875593000754967,4.363202623911893,1.6170042954448658,0.09205607012499861
mp-768432,Mn2 Tl2 O6,10,3,13.557096356514624,2,5,148,2.5200000000000005,61.468,0.5,9.895064914136444,4.888300940652652,2.408490875958311,0.12188634718749825
mp-756365,Ca4 Ce4 O12,20,3,15.070418890469801,0,2,62,2.7920000000000003,45.636,0.5,8.512602,4.837934729613698,1.6785712048277985,0.05907476700001091
mp-1183422,Be1 B1 O3,5,3,6.9598285903217585,0,1,221,3.386,13.564440000000001,0.5,3.264797,2.1575953227584206,0.3758818647594445,1.6400017199166665
mp-977370,Eu1 Os1 O3,5,3,12.692284373092075,3,1,221,3.566,78.03999999999999,0.0,3.988748,2.636030365276005,0.459231626436653,0.2872659640000048
mp-11775,Rb1 U1 O3,5,3,16.218235825489813,1,1,221,2.8404000000000003,74.29400000000001,0.0,4.32837261,2.860476259972277,0.4983330930309323,0.0
mp-1375284,V4 Cr4 O12,20,3,10.497096037716338,5,6,1,3.442,30.188,0.5,9.025490900975768,4.558745893214389,1.7200368184447266,1.6479970981250016
mp-1251690,Al6 Cr6 O18,30,3,10.215818993353857,6,3,185,3.0580000000000003,25.396,2.0,11.631256,5.220845658921638,2.2750253801809532,0.3521423754999997
mp-560265,Ca18 C18 O54,90,3,13.051011058039613,0,3,179,3.402,20.018,0.5,25.567819,10.060498093847723,5.405340283192838,0.008068315000000936
mp-761288,Mn2 B2 O6,10,3,9.50344835636498,2,5,167,3.306,22.75,0.5,8.615504195831488,4.283330746452681,2.1722134877666455,0.04442027505208834
mp-776207,Ce4 Ni4 O12,20,3,11.66945210559775,8,2,62,3.3120000000000003,49.358,0.5,7.671,4.408841629467002,1.595872850379788,0.09525672349999681
mp-1341716,Ti6 Al6 O18,30,3,10.469757340576633,6,3,185,3.2079999999999997,24.57,2.0,12.039816,5.331068210945947,2.362043072865277,0.2612957068333337
mp-35078,Ba4 Mn4 O12,20,3,12.861916297260686,4,3,194,2.524,48.048,2.0,9.25043075000002,4.639230533765372,1.8314553952075843,0.013227351166666068
mp-1245260,Cr16 Fe16 O48,80,3,12.820375167847251,37,6,1,3.2359999999999998,31.169999999999998,2.0,10.783474838137911,6.750310892383102,2.475660714298811,0.40751713374998744
mp-1105365,K4 N4 O12,20,3,17.147767783256185,0,7,14,2.7308,20.222,0.5,15.254507870650981,6.038270446641642,3.0307507118061427,0.046365758500000354
mp-754157,Al2 In2 O6,10,3,11.228447654040943,0,3,194,2.742,37.956,0.5,12.023484,4.789264986943087,2.487881482375507,0.03466006749999995
mp-755416,Ho4 Ga4 O12,20,3,11.280401892909344,0,2,62,2.75,56.524,0.0,7.634112,4.378963713543288,1.5933258374187618,0.04953756135000109
mp-1183914,Cs1 Os1 O3,5,3,13.33778948193214,0,1,221,3.3548,74.22,0.0,4.055253,2.67998129911356,0.4668884649524402,0.2410426829999981
mp-1179184,Tl1 Br1 O3,5,3,19.568646937951726,0,7,8,2.18,66.46000000000001,0.0,7.096833269124899,3.818128070558097,1.3521537680837905,0.489371731250003
mp-19001,Sr4 Mn4 O12,20,3,11.70525089678745,4,3,194,2.4880000000000004,38.112,0.5,9.093183120000043,4.411900199325563,1.7823583932101428,0.003063650999999723
mp-19257,Sm1 Cr1 O3,5,3,11.660305892546747,1,1,221,2.8080000000000003,50.08,0.5,3.877573,2.562558520010383,0.4464318516529125,0.1972817555000006
mp-753806,B2 Sb2 O6,10,3,15.57272770647208,0,6,2,3.272,36.122,0.0,7.240987611736986,3.7699503324549424,1.3743950041374575,0.04801483816666696
mp-695863,Mn2 C2 O6,10,3,11.631961901016837,2,7,15,3.618,22.990000000000002,0.5,13.152592487627386,5.152069242991701,2.6561863468760825,1.339096991
mp-1079054,Ca2 Ir2 O6,10,3,12.873544915681155,2,2,63,3.3160000000000003,56.056,0.5,8.882775794428339,4.865927657760827,2.0195685681085638,0.3233362719999988
mp-754696,Pr1 Ti1 O3,5,3,12.262762183626629,0,1,221,3.2700000000000005,47.354,0.5,3.943236,2.6059530041630836,0.4539917492164363,0.10464501399998838
mp-1258775,Mn6 Al6 O18,30,3,10.182029130316367,6,2,36,2.822,25.984,2.0,10.614482063682056,4.908003280364216,2.078349426231023,0.19009806060984857
mp-34212,Sr2 Ru2 O6,10,3,12.167083063950935,2,2,74,3.2520000000000002,47.344,0.0,7.236864114195654,4.210165394267786,1.6082853045532146,0.003663742999986397
